Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
6,196.1826873875564,0,26.588402027530186,10,551.3248121562037,0.5082495141458483,0.11541999042339379,0.0,0.0,Oct,3,4,8,17,New_Visitor,TRUE,FALSE
7,237.0478383890194,0,20.248963562785313,5,306.0043496553795,0.047179943335528114,0.17095498363235415,0.0,0.0,Mar,4,2,2,3,Returning_Visitor,FALSE,FALSE
2,81.42759247077173,0,18.62668761543991,22,1824.050121863373,0.14111316511078656,0.2737397040051928,0.0,0.0,May,2,3,1,4,Returning_Visitor,FALSE,FALSE
17,617.6654934348219,0,0.0,17,1086.3699405332031,0.12390500045100988,0.2768163506537213,0.0,0.4,Nov,1,4,2,3,New_Visitor,FALSE,FALSE
4,145.93586134401787,0,42.89185599593003,12,880.1403823773915,0.1864816846396482,0.10494807924939045,0.0,0.0,Sep,1,1,1,3,Returning_Visitor,FALSE,FALSE
12,452.18338479639334,0,75.77073502717509,8,499.2737725441372,0.4354105161898746,0.3586868742630629,0.0,0.0,May,1,2,2,1,New_Visitor,FALSE,FALSE
4,171.48104160715383,0,0.0,16,1107.3678711527157,0.18775727874996873,0.168507209150271,0.0,0.2,Sep,2,1,2,4,Returning_Visitor,FALSE,TRUE
6,245.50919567615057,0,0.0,8,663.6522064404995,0.09614135861341715,0.10395326162276838,0.0,0.0,Dec,2,1,1,3,Returning_Visitor,FALSE,FALSE
5,154.77993285240404,0,0.0,26,1873.4897503915388,0.14924070144656407,0.15633530390513722,8.906529651499936,0.6,Mar,1,1,2,2,New_Visitor,FALSE,FALSE
0,0.0,0,0.0,8,653.3906070772161,0.2370086218701406,0.21236073314374418,0.0,0.0,Aug,1,3,4,2,Returning_Visitor,TRUE,FALSE
4,142.70955830535823,0,0.0,21,1545.8608542080617,0.12948880106301286,0.14089277568433006,0.0,0.0,June,3,2,2,11,Returning_Visitor,FALSE,FALSE
7,224.8588841268268,0,0.0,31,2467.4491310802987,0.02479584096633043,0.2079177979397551,0.0,0.0,Dec,3,2,1,5,Returning_Visitor,FALSE,FALSE
3,101.03073880834414,0,51.16208987567466,14,1110.0592721302526,0.03821122358339237,0.5460191021498897,0.0,0.6,Jul,3,2,8,9,Returning_Visitor,FALSE,FALSE
3,91.20288606945024,0,6.88893733992808,6,531.9745850424916,0.0740621756261051,0.1850642408921801,0.0,0.0,Oct,2,2,5,11,Returning_Visitor,TRUE,FALSE
7,201.99196781182957,1,62.51769438631568,13,817.736288048322,0.01773628985204825,0.23868779979313076,0.0,1.0,Mar,2,1,2,12,Returning_Visitor,FALSE,FALSE
1,13.817784223002164,0,12.153288034832467,2,241.23515348431812,0.06300774525572146,0.1000476705258215,27.93884445271359,0.2,Dec,1,2,8,1,Returning_Visitor,FALSE,FALSE
3,105.53683871153851,0,0.0,12,820.5561806978566,0.1684299627591968,0.09646067724295393,0.0,0.0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
5,209.01840017956602,0,0.0,26,1978.4682887519564,0.25244693791312056,0.0798932711066153,0.0,0.0,Sep,1,1,5,1,Returning_Visitor,FALSE,FALSE
2,43.800659789289966,0,0.0,11,634.3806277597369,0.13365567244947493,0.12770596355226355,0.0,0.0,Feb,1,12,3,1,Returning_Visitor,FALSE,TRUE
6,234.70614448026683,0,36.2694184973638,15,1121.7510055092673,0.11267848842259168,0.1149971978844423,0.0,0.0,Oct,2,5,2,3,Returning_Visitor,FALSE,FALSE
2,70.01032481722142,0,3.1420879395243126,23,1790.0256742439706,0.149328508323931,0.19376888624051417,15.635067697599656,0.6,Aug,1,2,2,2,Returning_Visitor,TRUE,FALSE
2,67.31205933745602,0,50.592899491710796,33,2417.385045269388,0.09004953837686491,0.26604460501278626,0.0,0.2,Oct,1,1,3,7,Returning_Visitor,TRUE,TRUE
7,228.2473289214955,0,46.652061835139165,6,399.81801071324276,0.11046417542017437,0.025256116194992767,0.0,0.8,Nov,1,1,2,2,Returning_Visitor,TRUE,TRUE
5,166.10143766758273,1,28.201931732230427,20,1590.8669801249291,0.09082305531364707,0.08955377653842599,0.0,0.0,Feb,2,3,5,1,Returning_Visitor,FALSE,FALSE
7,239.89553689987005,0,0.0,12,512.0931073381234,0.11124451122363593,0.1442571330751119,0.0,0.0,Nov,1,2,1,12,Returning_Visitor,FALSE,FALSE
14,504.6373675865135,0,12.197300756706825,7,485.79012293721655,0.25862137284113135,0.3189576898520498,0.0,0.4,Dec,2,3,1,2,Returning_Visitor,FALSE,TRUE
10,346.9064582071968,1,33.91186151232492,6,674.092317556749,0.10994098308489611,0.14784503714777794,0.0,0.0,May,1,3,1,2,Returning_Visitor,FALSE,FALSE
3,140.80318121898853,2,101.08317029943204,10,881.278434055788,0.2912274047330492,0.17070276830912867,0.0,0.2,Dec,1,3,2,10,Returning_Visitor,TRUE,FALSE
3,81.83726108876768,0,0.0,15,1366.5522636368858,0.46783545843940155,0.06968820937532907,0.0,0.0,Oct,2,1,2,4,New_Visitor,FALSE,FALSE
9,344.277514388427,0,0.0,48,3534.997263703595,0.25541282937287996,0.22740955527371873,0.0,0.0,Jul,1,1,2,4,Returning_Visitor,FALSE,FALSE
0,0.0,0,0.0,4,289.6521235429259,0.1349870609003506,0.07087819005116164,0.0,0.0,Mar,2,1,1,2,Other,FALSE,FALSE
4,127.70690846830917,0,0.0,34,2674.3168567586868,0.25732928100559427,0.11228323842290507,0.0,0.0,Sep,3,2,1,2,Returning_Visitor,FALSE,FALSE
3,113.25401551640304,0,10.462568800588208,28,1936.0008997129537,0.34002862881400264,0.24076338755660848,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,FALSE,FALSE
5,151.60651864927033,0,0.0,9,652.7587111553091,0.17632361743057182,0.11268113592952343,0.0,1.0,Feb,1,1,5,3,Returning_Visitor,TRUE,FALSE
4,171.53625244681626,0,0.0,15,1274.1869478181638,0.07233278564594658,0.08700137530160953,0.0,0.0,Nov,1,4,3,9,New_Visitor,FALSE,FALSE
4,137.68781383114728,0,48.67222202000074,27,2007.278851761402,0.15898038035966564,0.2996674743025572,0.0,1.0,Feb,1,1,2,4,Other,FALSE,FALSE
1,37.43086610460713,0,89.59890807287894,39,3034.22818669628,0.14646185493181585,0.25344893698216087,0.0,0.2,May,1,10,3,19,Returning_Visitor,TRUE,FALSE
2,70.55490722213189,0,29.930264273504193,14,1017.876823058662,0.2499135332012955,0.35727955295631947,0.0,0.0,Feb,1,1,3,4,Returning_Visitor,FALSE,FALSE
3,124.1402984635723,0,0.23969947751346987,6,434.83927693999766,0.14886941780607466,0.3593842660091525,0.0,0.8,Feb,2,2,7,3,Returning_Visitor,TRUE,FALSE
9,298.73039058064285,0,0.0,14,977.2000604786365,0.2344326302154774,0.03095692506545992,0.0,0.4,May,2,1,1,5,Returning_Visitor,TRUE,FALSE
3,80.94261416128447,0,0.0,17,1311.688412406963,0.010699917636463928,0.24656762294022777,0.0,0.0,June,3,2,1,3,Returning_Visitor,FALSE,FALSE
10,353.80486675913403,0,0.0,25,1792.1396881230744,0.1426878752657445,0.1529115965559944,0.0,0.4,Feb,1,4,2,9,Returning_Visitor,FALSE,FALSE
5,172.44608131053002,1,58.07293223891869,20,1534.0275924777097,0.21422551996160874,0.11159832673434744,0.0,0.0,June,2,6,2,13,Returning_Visitor,TRUE,FALSE
2,61.91536297264186,1,69.52728236802947,9,719.0825108447991,0.06637616963080957,0.08617055428903365,0.0,0.0,Nov,2,1,1,18,Returning_Visitor,TRUE,FALSE
1,53.90766090951338,0,17.71264371379293,18,1330.2928470383574,0.07989477240279019,0.07588285869957921,0.0,0.0,Mar,2,2,3,11,New_Visitor,TRUE,FALSE
1,27.925301948013534,0,52.244171244341544,4,242.09055234305703,0.09223079065256666,0.06867886516324054,0.0,0.0,Nov,1,1,3,5,Returning_Visitor,TRUE,FALSE
8,252.13274586605036,0,18.184858455088506,40,3011.459248465209,0.17666278213767642,0.13195243019047276,0.0,0.0,Dec,1,1,5,3,Returning_Visitor,FALSE,TRUE
4,199.68610057114606,0,0.0,16,1108.9943478890382,0.0038803626742360806,0.2536528339731912,0.0,0.0,Mar,3,5,3,2,Returning_Visitor,TRUE,FALSE
8,265.0855072413526,0,0.0,38,2873.7081662036853,0.1830877985429914,0.18055558522655146,0.0,0.6,May,1,3,8,2,Returning_Visitor,FALSE,FALSE
0,12.166642200565114,0,7.1076994609478845,17,1240.7172588868093,0.13327394875176707,0.35950601600260534,0.0,0.0,Feb,1,1,2,3,New_Visitor,FALSE,FALSE
0,0.0,0,0.0,11,837.0836811191696,0.0932098013866634,0.28951545226749614,0.0,0.0,Oct,2,1,5,2,Returning_Visitor,TRUE,FALSE
3,54.85907648879908,0,44.18301189261895,44,3306.718073252219,0.19872563969443408,0.31889185152412686,10.936885966347216,0.0,Mar,4,3,2,1,Returning_Visitor,FALSE,FALSE
1,19.352934451017777,0,21.17358929205653,31,2356.4968976463015,0.2056765357298238,0.23408711759344814,0.0,0.8,May,3,1,2,3,Returning_Visitor,FALSE,TRUE
6,205.93309112405908,0,0.0,28,2000.8329006045888,0.41003409654979134,0.6048688398359101,0.0,0.0,Mar,1,11,6,4,Returning_Visitor,FALSE,FALSE
7,194.0882701354953,1,53.207744246273684,14,858.0238650151061,0.08240732226175107,0.08184484182039058,0.0,1.0,Aug,2,2,1,17,Returning_Visitor,FALSE,FALSE
12,397.9999932211986,1,37.810434192313515,10,759.7000462992917,0.3666306305788287,0.1616189576874415,0.0,0.0,Nov,3,3,2,14,Returning_Visitor,FALSE,FALSE
8,267.47014383418593,1,113.41832494085031,12,918.7688456795534,0.02046066261945811,0.5529429341126066,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
3,98.54452348326025,2,96.99659402421665,4,317.37470757169956,0.1160346373437719,0.25212371828575186,0.0,0.0,Mar,1,1,2,2,Returning_Visitor,FALSE,FALSE
5,200.53847353318957,0,0.0,23,1619.6594289568477,0.1879466207400573,0.053203190958881826,0.0,0.0,Mar,4,4,2,2,Returning_Visitor,TRUE,FALSE
8,275.05520789850937,0,0.0,16,1170.115119473175,0.11969875764844869,0.31032070472094925,0.0,0.0,Feb,1,4,3,8,Returning_Visitor,FALSE,FALSE
3,93.24070445835105,0,0.0,10,688.8046482581826,0.12918376657511832,0.2310490741887017,0.0,0.0,Sep,6,3,4,9,Returning_Visitor,FALSE,FALSE
2,87.96407336662107,0,0.0,4,413.04398967341683,0.03993837604277521,0.0717893369130578,0.0,0.0,Dec,1,1,2,11,Returning_Visitor,FALSE,FALSE
6,192.85635645788986,0,14.563523779410474,8,545.9739864555703,0.1866689730182156,0.19204353245915434,7.061567009130031,0.0,Jul,1,1,7,2,Returning_Visitor,FALSE,FALSE
7,280.93074704945695,0,2.0933194556959807,32,2289.3787395384447,0.22597436141488564,0.3282043219967298,0.0,0.0,Aug,3,1,4,1,Returning_Visitor,TRUE,FALSE
3,90.1047193053418,0,68.5441942924388,27,1907.1962721638613,0.2568712292271942,0.15494328790260226,0.0,0.0,Oct,6,4,1,2,Returning_Visitor,TRUE,TRUE
1,27.091969916892005,0,66.79377525401364,17,1325.0415823535368,0.3065760296930115,0.10944707333081401,0.0,0.6,Feb,2,2,1,1,Returning_Visitor,TRUE,FALSE
2,65.22771019876866,0,6.967413346573567,11,738.8344455899102,0.06764639939236419,0.10141833916918208,0.0,0.0,June,1,1,4,1,Returning_Visitor,FALSE,FALSE
9,327.2137716324932,0,24.66048471711447,18,1330.5037815242235,0.1171280412657514,0.3573005041114797,14.825373078753012,0.0,Nov,5,1,2,1,Returning_Visitor,TRUE,FALSE
12,437.3892800841179,0,0.0,23,1757.515615317772,0.2338182910264183,0.08263013952826424,0.0,0.0,May,5,4,3,3,New_Visitor,FALSE,FALSE
3,111.34167032208192,0,30.984667257999277,3,182.97608069293096,0.19059329084981586,0.01703193274962274,0.0,0.0,Jul,1,4,6,3,Returning_Visitor,FALSE,TRUE
9,304.2745297216819,0,0.864271150388427,10,804.1244353964594,0.15982125421868967,0.46292425628168893,0.0,0.0,Sep,3,2,1,6,Returning_Visitor,FALSE,FALSE
0,0.0,0,0.0,20,1677.6426502888019,0.0531036751552687,0.018466552856432093,0.0,0.0,Feb,1,3,1,1,Returning_Visitor,TRUE,FALSE
7,252.00384676546642,0,0.0,19,1476.8950859487413,0.1949373352972621,0.15754192892251467,0.0,0.0,Nov,1,2,9,2,Returning_Visitor,FALSE,FALSE
0,10.842237445808276,0,0.0,8,620.4230800826542,0.20923001915962208,0.18729840951388613,0.0,0.0,Mar,3,10,1,14,New_Visitor,FALSE,FALSE
5,192.74913405728228,0,1.3693693030462122,23,1695.5210219914447,0.28620143316412133,0.27951051343186417,0.0,0.0,Aug,1,12,4,2,Returning_Visitor,TRUE,FALSE
5,148.41862041553077,1,91.11300922977892,40,2931.3212973348686,0.247187226171505,0.1293772934065921,0.0,0.0,Oct,3,1,2,3,Other,FALSE,FALSE
17,595.5640416480861,0,1.399850559615928,16,1057.656030301578,0.08591871943791078,0.4573051072890285,0.0,0.0,Dec,1,1,3,12,Returning_Visitor,FALSE,FALSE
0,0.0,1,25.008120226744893,7,596.3936759959347,0.08272278195885194,0.22143876704885973,0.0,0.6,Nov,1,3,5,3,Returning_Visitor,TRUE,TRUE
9,317.9409383550475,0,43.5658146320506,21,1638.1664540423146,0.17999384379161423,0.3604590079447723,0.0,0.8,Nov,2,10,7,3,Returning_Visitor,FALSE,FALSE
1,23.603638030428982,0,2.7879863781180627,17,1296.5713596253356,0.13536686850882843,0.16477043276680955,0.0,0.0,Nov,1,3,2,17,New_Visitor,FALSE,FALSE
7,231.0750058664217,1,88.96614139461653,10,826.0920776716943,0.03317975395650882,0.26749928510759585,0.0,0.0,Jul,1,2,1,16,Returning_Visitor,TRUE,TRUE
6,236.20617699658638,0,0.0,33,2342.902104473612,0.10225363957691533,0.10807609358031708,0.0,0.0,Feb,4,5,6,1,New_Visitor,FALSE,FALSE
1,57.538516950653154,0,0.0,17,1286.5072826276125,0.1455794926610178,0.07320334113115724,0.0,0.0,Nov,1,3,1,17,Returning_Visitor,FALSE,FALSE
2,74.1805580982921,0,0.0,14,1170.6744450908257,0.33975240071098717,0.043199557713572895,0.0,0.0,June,2,1,2,2,Returning_Visitor,TRUE,FALSE
2,58.163432944925106,0,0.0,29,2151.7586603609484,0.17372565548443727,0.2684447846950919,0.0,0.0,Mar,2,5,1,4,Other,FALSE,FALSE
1,49.51359927940919,0,25.342148397591647,18,1342.4885200519336,0.33211469024459983,0.02288094296356954,5.718299765711988,0.2,Oct,2,5,4,2,Returning_Visitor,FALSE,FALSE
9,333.0239996493205,0,6.442527515988869,35,2585.7056331741164,0.24417235043136626,0.03903239138493755,0.0,0.0,Sep,2,2,1,1,Returning_Visitor,FALSE,FALSE
1,34.61562348292763,0,5.533107655213347,10,712.4711766788535,0.1284413801075131,0.26862746780875835,0.0,0.0,Nov,1,1,4,1,Returning_Visitor,FALSE,FALSE
11,401.18658843626275,0,48.53713531096186,15,1185.2236148933355,0.28666412178537604,0.33637456397856347,0.0,0.0,May,1,1,2,2,Returning_Visitor,FALSE,FALSE
4,140.2619363469766,0,10.917049388827952,28,2257.0098567336336,0.029469487315210822,0.2083049365258383,21.065602058476326,0.0,June,3,3,2,2,Returning_Visitor,FALSE,TRUE
4,129.29987330879317,0,0.6213567262332851,36,2642.3926178563233,0.04160414110921199,0.016223757183164954,0.0,0.0,Dec,1,4,2,1,New_Visitor,FALSE,FALSE
0,5.977077297610695,0,0.0,24,1820.8125893128258,0.13641126932116113,0.18609067871453,6.709852277218471,0.8,June,4,2,2,7,Returning_Visitor,FALSE,TRUE
12,397.68869298907697,0,30.817042524218575,5,576.6816281921149,0.0718361488002431,0.4924012503156316,0.0,0.0,Nov,1,2,4,2,Returning_Visitor,FALSE,FALSE
1,15.774193017911497,0,71.55911104677637,15,936.6077884193332,0.23611628230608114,0.04583380927117441,0.0,0.0,Feb,1,1,3,3,Returning_Visitor,TRUE,FALSE
5,142.71355019416694,1,1.4730749593200088,19,1271.9824751135684,0.1478150609095671,0.40808938888369256,0.0,0.0,June,6,1,3,1,Returning_Visitor,TRUE,FALSE
2,100.5640121257891,0,7.809161012435319,24,1844.9495079771984,0.1546537785418837,0.2796629787221916,9.464503753009476,0.0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
1,24.372309401850103,0,0.0,10,934.246293171423,0.40631906475300916,0.10054514474415248,0.0,0.0,Sep,1,2,1,3,New_Visitor,FALSE,FALSE
8,306.2893400630851,1,19.418884647235906,20,1600.1198303061851,0.06409589461433907,0.14795081564557916,0.0,0.0,Sep,1,5,5,11,Returning_Visitor,FALSE,FALSE
5,136.21180366172578,0,0.0,10,688.9719225582621,0.3803145669721453,0.3019352439684269,0.0,0.0,Jul,1,2,8,3,Returning_Visitor,TRUE,TRUE
12,469.7700266033106,0,0.0,11,839.6771655142666,0.0825318586707805,0.13854443540899392,0.0,0.0,May,1,2,8,3,Returning_Visitor,FALSE,FALSE
6,205.61473486084432,0,0.0,12,963.2613440844701,0.09497077919181689,0.14989333741550048,0.0,0.0,Feb,1,4,4,4,Returning_Visitor,FALSE,FALSE
5,180.77508349909695,0,0.0,23,1631.7592193915202,0.13196637072567327,0.28886858990583825,0.0,0.0,Dec,4,6,1,8,Returning_Visitor,TRUE,FALSE
2,45.66494721018067,0,1.111783345836591,14,1151.8398443959697,0.3813124127454646,0.23328429455918465,0.0,0.6,Aug,4,2,2,3,Returning_Visitor,FALSE,FALSE
8,276.73356819723205,0,0.0,24,1861.2854739234197,0.09646018483844841,0.44568449606694854,0.0,0.2,Mar,1,3,1,2,Returning_Visitor,FALSE,FALSE
0,0.0,0,22.415224927730428,8,808.1786734951249,0.2690508034536018,0.2270400648329543,0.0,0.0,Jul,3,2,3,5,Returning_Visitor,TRUE,FALSE
10,331.56821810918944,0,0.0,19,1631.537757762991,0.12501906576663616,0.12916782978468896,0.0,0.2,Dec,1,2,1,1,Returning_Visitor,FALSE,FALSE
6,203.81256025428385,0,0.0,10,848.8644191768119,0.25327507468594235,0.059459394742276496,0.0,0.8,May,1,4,1,1,Returning_Visitor,FALSE,FALSE
4,106.08445554413194,0,67.70186160603456,5,317.1305810478101,0.019262261643660433,0.22584367322759824,0.0,0.0,Mar,2,2,3,3,New_Visitor,TRUE,TRUE
9,353.84346919563137,0,0.0,25,2050.6652404095157,0.08171768058296697,0.25048840101142267,0.0,0.0,June,2,7,1,5,Returning_Visitor,TRUE,FALSE
3,99.58034680166533,1,29.59835647930191,13,1033.9721435634747,0.43260044459655406,0.2770479517707435,0.0,0.0,May,1,6,5,2,New_Visitor,TRUE,TRUE
2,93.69863258819025,0,0.0,25,1779.8625562160926,0.23435720707030527,0.3331603310969972,0.0,0.8,Mar,4,2,3,1,Returning_Visitor,TRUE,FALSE
2,128.09747669640674,0,0.0,9,521.9970477873809,0.06706029436316643,0.16586425509327182,5.551245201494025,0.0,Sep,1,2,2,6,Returning_Visitor,FALSE,FALSE
12,406.03135518802577,0,0.0,12,871.17842852455,0.25320030402988514,0.12934745592838903,0.0,0.0,Feb,2,3,3,3,Returning_Visitor,FALSE,FALSE
3,112.10331667209752,0,0.0,16,1151.211970323858,0.10253274919350251,0.15959729106874587,0.0,0.0,Nov,2,3,7,1,Returning_Visitor,FALSE,FALSE
4,149.50248891085826,0,34.25448084642437,13,836.6324101377263,0.11084846793718812,0.015059963621556193,22.236284301714445,0.4,Feb,2,2,1,3,Returning_Visitor,TRUE,FALSE
3,79.89003831682493,0,0.0,24,1712.139453341762,0.0978982161544413,0.16126613799559994,0.0,0.0,Dec,3,10,2,9,Returning_Visitor,FALSE,FALSE
3,121.98500827645952,0,0.0,22,1607.092787116621,0.10807726313559757,0.16203997481993165,0.0,0.0,Feb,4,2,3,16,Returning_Visitor,TRUE,FALSE
4,167.21397385133358,0,44.17430110474683,23,1787.7559716814276,0.34523864536361587,0.0739005560812915,0.0,0.6,Dec,4,5,1,5,Returning_Visitor,TRUE,FALSE
3,96.50437304498935,0,0.0,7,462.5147184185387,0.14694192050511007,0.09850422312516387,0.0,0.2,Sep,1,3,2,1,New_Visitor,FALSE,FALSE
9,323.90975190631406,0,7.378487888457084,27,1996.2343721969478,0.36760879373391786,0.28087504337552416,25.899779525537234,0.0,Aug,1,3,1,5,Returning_Visitor,FALSE,FALSE
0,2.4878109041280116,0,20.45847215537355,31,2288.544151839768,0.18684619484796616,0.09693105839867974,0.0,0.0,Jul,2,1,8,6,Returning_Visitor,TRUE,FALSE
5,170.97799815741183,0,0.0,33,2342.3591340212615,0.12758067027380424,0.10796096276863129,0.0,0.0,Mar,1,1,5,15,Returning_Visitor,FALSE,FALSE
2,90.57073062673973,0,55.7723527774813,2,225.13426935496747,0.16158281057566082,0.14024809361776047,0.0,0.0,Oct,2,2,1,15,Returning_Visitor,FALSE,TRUE
3,91.24996227666814,0,0.0,26,1961.4929627858323,0.09995310505191028,0.4471556502879772,0.0,0.0,Aug,3,2,3,4,Returning_Visitor,TRUE,TRUE
11,377.4586813245408,0,0.0,8,685.5107767887422,0.200086734499354,0.10786359712209569,0.0,0.6,Jul,1,1,1,3,Returning_Visitor,FALSE,FALSE
7,216.89947065173536,0,0.0,23,1660.482692013724,0.009270150135737634,0.20832250291079982,0.0,0.6,Nov,1,1,1,1,New_Visitor,FALSE,FALSE
3,95.50298192976618,0,0.0,7,356.2602824856764,0.2232554925876577,0.3875647182999437,6.919673088917961,0.6,June,8,3,1,2,Returning_Visitor,FALSE,FALSE
7,264.2599858865456,0,34.12960044033775,8,487.8618045241255,0.1771007936251196,0.2612850821253344,0.0,0.2,Jul,3,1,3,1,Returning_Visitor,FALSE,FALSE
12,417.6937833693287,0,27.40313904851724,9,738.4742613930022,0.19853219763968477,0.04936954482675662,0.0,0.0,May,3,2,2,3,Returning_Visitor,FALSE,FALSE
3,92.65694456790472,0,0.0,16,1077.0214631339923,0.1259126511032792,0.21963159008549055,0.0,0.0,Mar,3,4,4,19,Returning_Visitor,FALSE,FALSE
2,32.467505923755525,0,22.292935886664218,18,1392.484938184745,0.2804617026126003,0.030023407805043364,0.0,0.0,Nov,1,4,4,3,Returning_Visitor,FALSE,FALSE
2,39.30086945448521,0,41.53171219564732,13,932.2210116614989,0.16312972811634938,0.09781055635212713,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,TRUE,FALSE
8,252.83832179500212,0,40.775091018348476,17,1491.7524953670268,0.16000609176797173,0.15942006893907834,0.0,0.0,Jul,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0.9740932785882283,0,7.702851498205343,12,791.8095532406909,0.18536790338610296,0.05282397110279484,3.6730009872306066,0.0,Oct,1,3,4,2,Returning_Visitor,FALSE,TRUE
3,140.957692680225,0,0.0,19,1516.8085853217433,0.047870001881996756,0.20012342183408496,66.36400819373983,0.2,Feb,5,1,2,1,Returning_Visitor,FALSE,FALSE
0,12.352125386145204,0,0.0,14,1154.9828701413242,0.2905659907109647,0.31877574934425645,0.0,0.0,Nov,7,10,2,3,Returning_Visitor,FALSE,TRUE
3,102.44897758047783,0,78.01316825557555,41,3064.4938059897077,0.13235454710469052,0.05876523269142857,0.0,0.2,Jul,3,8,2,8,New_Visitor,FALSE,TRUE
2,85.59038882484433,0,0.0,5,682.5485519924163,0.1205509728561286,0.14492442412707554,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,FALSE,FALSE
5,164.52150515692392,0,0.0,16,1041.1171793615667,0.04080932675935735,0.05567915986138377,0.0,0.0,June,2,1,3,5,Returning_Visitor,TRUE,TRUE
10,293.64002588902525,0,0.0,17,1234.7366896278872,0.4613654194370131,0.19233278448974464,0.0,0.0,Jul,3,2,1,11,Returning_Visitor,FALSE,FALSE
4,154.503716841546,0,30.47237652446931,13,1078.3300324871716,0.12904956892799155,0.24773177187190099,0.0,0.4,Sep,1,2,4,5,Returning_Visitor,FALSE,FALSE
2,88.12112607878117,0,9.958910971383384,6,404.66807473652347,0.1826934346544068,0.0699201927449455,0.0,0.0,June,4,1,1,2,Returning_Visitor,TRUE,FALSE
5,151.82902381434582,0,36.57320413881374,19,1468.6500821998827,0.037199725328256626,0.04048873167898004,0.0,0.6,Feb,1,5,6,1,Returning_Visitor,FALSE,FALSE
8,282.0491259285012,0,0.0,16,1370.885041906692,0.03261123395649963,0.2880725464339666,0.0,0.0,June,3,3,7,1,Returning_Visitor,TRUE,FALSE
2,91.23451868369122,0,0.0,22,1491.5613655885272,0.15741753676005008,0.05523968259104841,0.0,0.2,Dec,2,3,2,16,Returning_Visitor,FALSE,TRUE
1,7.256374985160647,0,26.676684489331162,17,1388.0834036878784,0.06675754536290791,0.1801876252586295,0.0,0.0,Oct,1,1,7,1,Returning_Visitor,FALSE,FALSE
14,514.4192410392158,0,8.1679790627307,28,2226.2810990523253,0.08599218174149753,0.14829807719122454,0.0,0.6,Aug,1,4,5,2,Returning_Visitor,FALSE,FALSE
1,52.56561148714253,0,0.0,21,1536.8343025102197,0.28673799866605343,0.17049285752967716,0.0,1.0,Jul,3,1,6,2,Returning_Visitor,FALSE,FALSE
1,60.41001590132097,1,100.52775764865606,19,1346.8755122053883,0.32365020818439816,0.09344771669575133,0.0,0.0,Nov,2,3,3,12,Returning_Visitor,TRUE,FALSE
4,181.11869132506126,0,22.30539170526431,86,6444.148507348528,0.31965542412907216,0.27957352382905226,33.43219149093665,0.0,June,1,1,2,7,Returning_Visitor,FALSE,FALSE
0,0.0,0,0.0,18,1226.0960060717111,0.15760383743254844,0.1344022097993689,10.4187408877964,0.0,Nov,2,4,1,4,Returning_Visitor,FALSE,FALSE
15,541.6045878903448,0,0.0,23,1701.0700390476848,0.07505998548005272,0.20803702386428805,16.767598084841914,0.0,Sep,2,4,3,1,Returning_Visitor,FALSE,FALSE
2,45.02896738198666,0,0.0,9,741.9611827082803,0.0443429329512823,0.05862470132206721,0.0,0.0,Mar,1,9,2,2,Returning_Visitor,FALSE,FALSE
4,127.75510837259434,0,16.763137902828248,20,1631.170563174706,0.12139142765296856,0.23044874525270612,0.0,1.0,Oct,3,6,3,1,New_Visitor,FALSE,FALSE
8,318.3798505534731,0,0.0,21,1613.9087786437224,0.22450312701404307,0.1596168905960439,0.0,0.0,June,2,2,2,10,Returning_Visitor,FALSE,FALSE
4,155.10452881705328,0,0.0,7,586.7732169828308,0.3195287034269045,0.08332122557997342,0.0,0.0,Feb,3,4,4,2,Returning_Visitor,FALSE,FALSE
0,0.0,0,10.189247164607693,14,1062.7882660198316,0.10353108253373475,0.022077776369772317,0.0,0.0,Mar,2,3,3,6,Returning_Visitor,TRUE,FALSE
0,0.0,0,44.32515941632909,11,893.24079954849,0.10709336680835574,0.155446257884394,0.0,0.4,Nov,3,1,1,1,Returning_Visitor,FALSE,FALSE
11,384.7464509027772,0,1.7091403444255464,27,1849.5971428767082,0.13531558800793267,0.023146254645675976,0.0,0.0,Sep,2,5,5,4,New_Visitor,FALSE,FALSE
5,159.7001390563468,0,5.233575578234262,32,2293.6058102563234,0.07260599326581418,0.03426435909125769,0.0,0.0,Feb,1,3,2,3,Returning_Visitor,FALSE,FALSE
4,104.4980133638773,0,0.0,16,1282.4549364663835,0.0101774871366815,0.20454928942058184,0.0,0.0,Feb,1,3,3,14,Returning_Visitor,FALSE,FALSE
14,487.48134903028097,0,0.0,20,1382.2224419216275,0.19968276604787022,0.18517192936472668,0.0,0.0,Feb,2,1,3,3,Returning_Visitor,FALSE,TRUE
2,43.83043767670499,1,79.94459539506407,17,1218.7816748490914,0.14929783881248454,0.23767268085144136,0.0,0.0,Dec,1,1,3,2,Returning_Visitor,FALSE,FALSE
